Категория,Эффект,Уровень,Класс,Специализация,Роль,Фактическая аура,Spell ID,Возможностей,Встречено,Покрытие,Специфичность,Охват игроков,Босс-цель,Уверенность,Балл,Статус модели,Значение базы,Примечание
Утилити-бафы,3% Damage Done (all),Спек,Chronomancer,Infinite,Рейндж/кастер,Greater Chromie's Wisdom,680307,38,32,0.8421052631578947,0.1980802792321117,0.9636243386243386,0,Средняя,0.6995200698080279,На проверку,All Damage Done (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Hit,Спек,Chronomancer,Infinite,Рейндж/кастер,Time Means Nothing,572405,38,38,1,1,0,1,Высокая,0.9,На проверку,Spell Hit (3%) DEBUFF,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Chronomancer,Infinite,Рейндж/кастер,Time Means Nothing,572405,38,38,1,1,0,1,Высокая,0.9,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Cast Speed Slow,Спек,Chronomancer,Infinite,Рейндж/кастер,Time Means Nothing,572405,38,38,1,1,0,1,Высокая,0.9,На проверку,Cast Slow 30%,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Chronomancer,Artificer,Рейндж/кастер,Greater Chromie's Wisdom,680307,91,70,0.7692307692307693,0.5040721349621873,1,0,Средняя,0.7760180337405469,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Chronomancer,Artificer,Рейндж/кастер,Greater Chromie's Wisdom,680307,91,70,0.7692307692307693,0.5040721349621873,1,0,Средняя,0.7760180337405469,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Chronomancer,Artificer,Рейндж/кастер,Elder Wand,560128,91,91,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Chronomancer,Artificer,Рейндж/кастер,Elder Wand,560128,91,91,1,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Stamina,Класс,Necromancer,Все специализации класса,Рейндж/кастер,Greater Razorice,572214,181,130,0.7182320441988951,1,0.9183333333333333,0,Высокая,0.8839042357274403,На проверку,Stamina (Fort),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Spell Power,Класс,Necromancer,Все специализации класса,Рейндж/кастер,Greater Razorice,572214,181,130,0.7182320441988951,1,0.9183333333333333,0,Высокая,0.8839042357274403,На проверку,Spell Power Flat,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Fire Resistance,Класс,Necromancer,Все специализации класса,Рейндж/кастер,Greater Razorice,572214,181,130,0.7182320441988951,1,0.9183333333333333,0,Высокая,0.8839042357274403,На проверку,Fire,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Done (all),Спек,Necromancer,Animation,Рейндж/кастер,Greater Razorice,572214,148,96,0.6486486486486487,0.9298654652005419,0.9083333333333333,0,Высокая,0.8311150149487841,На проверку,All Damage Done (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Necromancer,Animation,Рейндж/кастер,Crypt Swarm,501886,148,148,1,0.9724602712372078,0,1,Высокая,0.8931150678093019,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Necromancer,Animation,Рейндж/кастер,Crypt Swarm,501886,148,148,1,0.9724602712372078,0,1,Высокая,0.8931150678093019,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Necromancer,Animation,Рейндж/кастер,Crypt Swarm,501886,148,148,1,0.9724602712372078,0,1,Высокая,0.8931150678093019,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Necromancer,Animation,Рейндж/кастер,Crypt Swarm,501886,148,148,1,0.9724602712372078,0,1,Высокая,0.8931150678093019,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Necromancer,Death,Рейндж/кастер,Rotting Flesh,573131,3,3,1,1,0.041666666666666664,0,Низкая,0.5095500000000001,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Necromancer,Death,Рейндж/кастер,Crypt Plague,570131,3,3,1,1,0.041666666666666664,1,Средняя,0.7110000000000001,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Necromancer,Death,Рейндж/кастер,Crypt Plague,570131,3,3,1,1,0.041666666666666664,1,Средняя,0.7110000000000001,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Necromancer,Death,Рейндж/кастер,Crypt Plague,570131,3,3,1,1,0.041666666666666664,1,Средняя,0.7110000000000001,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Necromancer,Death,Рейндж/кастер,Crypt Plague,570131,3,3,1,1,0.041666666666666664,1,Средняя,0.7110000000000001,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Necromancer,Death,Рейндж/кастер,Crypt Plague,570131,3,3,1,1,0.041666666666666664,1,Средняя,0.7110000000000001,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Necromancer,Rime,Рейндж/кастер,Greater Razorice,572214,56,44,0.7857142857142857,0.0683701439868931,0.9377289377289377,0,Средняя,0.6670925359967232,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Critical Strike Chance,Спек,Necromancer,Rime,Рейндж/кастер,Frozen,804328,56,56,1,1,0,1,Высокая,0.9,На проверку,Spell Crit Taken Debuff (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Necromancer,Rime,Рейндж/кастер,Frozen,804328,56,56,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Necromancer,Rime,Рейндж/кастер,Frozen,804328,56,56,1,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Necromancer,Rime,Рейндж/кастер,Frozen,804328,56,56,1,1,0,1,Высокая,0.9,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Necromancer,Rime,Рейндж/кастер,Frozen,804328,56,56,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Minor Armor and All Stats,Класс,Venomancer,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Rejuvenating Venom,630869,176,89,0.5056818181818182,1,0.76,0,Средняя,0.7762121212121212,На проверку,Stats Flat + Armor (MotW),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Agility,Класс,Venomancer,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Rejuvenating Venom,630869,176,89,0.5056818181818182,1,0.76,0,Средняя,0.7762121212121212,На проверку,Flat Agility,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Spirit,Класс,Venomancer,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Rejuvenating Venom,630869,176,89,0.5056818181818182,1,0.76,0,Средняя,0.7762121212121212,На проверку,Flat Spirit,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Fire Resistance,Класс,Venomancer,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Rejuvenating Venom,630869,176,89,0.5056818181818182,1,0.76,0,Средняя,0.7762121212121212,На проверку,Fire,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Critical Strike Chance,Спек,Venomancer,Stalking,Мили-DPS,Vulnerable,572056,26,26,1,1,0,1,Высокая,0.9,На проверку,Spell Crit Taken Debuff (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Cast Speed Slow,Спек,Venomancer,Stalking,Мили-DPS,Vulnerable,572056,26,26,1,1,0,1,Высокая,0.9,На проверку,Cast Slow 30%,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Venomancer,Stalking,Мили-DPS,Vulnerable,572056,26,26,1,1,0,1,Высокая,0.9,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,6% Healing Done,Спек,Venomancer,Vizier,Хилер,Mycelial Healing,806454,59,59,1,0.9999775270798688,1,0,Высокая,0.9999943817699671,На проверку,6% Healing Taken,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Venomancer,Vizier,Хилер,Mending Mist,502957,59,57,0.9661016949152542,1,0.8,0,Высокая,0.9,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Cast Speed Slow,Спек,Venomancer,Vizier,Хилер,Myotoxin,572304,59,6,0.1016949152542373,0.2978723404255319,0,1,Низкая,0.3959935088351966,На проверку,Cast Slow 30%,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Reduction (all),Спек,Venomancer,Fortitude,Танк,Locust Swarm,560247,96,71,0.7395833333333334,1,0.043478260869565216,0,Средняя,0.6403743961352657,На проверку,Dmg Reduct(-3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Cast Speed Slow,Спек,Venomancer,Fortitude,Танк,Beetle Slime,704347,96,86,0.8958333333333334,1,0,1,Высокая,0.9,На проверку,Cast Slow 30%,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Venomancer,Fortitude,Танк,Beetle Slime,704347,96,86,0.8958333333333334,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Venomancer,Fortitude,Танк,Beetle Slime,704347,96,86,0.8958333333333334,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Venomancer,Rot,Рейндж/кастер,Venoxis Rage,805431,68,63,0.9264705882352942,1,0,0,Средняя,0.63,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Hit,Спек,Venomancer,Rot,Рейндж/кастер,Fungal Growth,804971,68,68,1,1,0,1,Высокая,0.9,На проверку,Spell Hit (3%) DEBUFF,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Venomancer,Rot,Рейндж/кастер,Fungal Growth,804971,68,68,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Cast Speed Slow,Спек,Venomancer,Rot,Рейндж/кастер,Fungal Growth,804971,68,68,1,1,0,1,Высокая,0.9,На проверку,Cast Slow 30%,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Attack Power,Класс,Tinker,Все специализации класса,Рейндж/кастер; Хилер,Greater Power Module,680315,176,126,0.7159090909090909,1,0.9615384615384616,0,Высокая,0.9077272727272728,На проверку,AP Flat (Shout),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Mana Regeneration,Класс,Tinker,Все специализации класса,Рейндж/кастер; Хилер,Steam Vent,572369,176,173,0.9829545454545454,1,0.9166666666666666,0,Высокая,0.9,На проверку,Mp5,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Strong Mana Cooldown,Класс,Tinker,Все специализации класса,Рейндж/кастер; Хилер,Steam Vent,572369,176,173,0.9829545454545454,1,0.9166666666666666,0,Высокая,0.9,На проверку,Burst Mana,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Concentration,Класс,Tinker,Все специализации класса,Рейндж/кастер; Хилер,Steam Vent,572369,176,173,0.9829545454545454,1,0.9166666666666666,0,Высокая,0.9,На проверку,Concentration,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Amplify Magic,Класс,Tinker,Все специализации класса,Рейндж/кастер; Хилер,Steam Vent,572369,176,173,0.9829545454545454,1,0.9166666666666666,0,Высокая,0.9,На проверку,Amplify Magic,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,5% Attack Power,Спек,Tinker,Demolition,Рейндж/кастер,Steam Vent,572369,80,80,1,0.1575339767579279,0.9523809523809523,0,Средняя,0.689383494189482,На проверку,Attack Power %,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Tinker,Demolition,Рейндж/кастер,Bomb Toss,572053,80,80,1,1,0,1,Высокая,0.9,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Melee & Range Haste,Спек,Tinker,Mechanics,Рейндж/кастер,Steam Vent,572369,75,69,0.92,0.15892259208193815,0.9166666666666666,0,Средняя,0.6897306480204846,На проверку,Melee/Range Haste (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Tinker,Mechanics,Рейндж/кастер,Gatling Gun,500213,75,74,0.9866666666666667,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Tinker,Invention,Хилер,Rejuvenating Gas,706255,116,104,0.896551724137931,1,0.6243386243386244,0,Высокая,0.8547619047619048,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Reduction (all),Спек,Tinker,Invention,Хилер,Rejuvenating Gas,706255,116,104,0.896551724137931,1,0.6243386243386244,0,Высокая,0.8547619047619048,На проверку,Dmg Reduct(-3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,6% Healing Done,Спек,Tinker,Invention,Хилер,Rejuvenating Gas,706255,116,104,0.896551724137931,1,0.6243386243386244,0,Высокая,0.8547619047619048,На проверку,6% Healing Taken,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
